"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Atp2b13"	1.09373e-124	0.2976866	0.856	0.696	2.440002e-120	"Spinal cord"	"Atp2b1"
"Jam35"	5.686511e-122	0.2776295	0.716	0.507	1.268604e-117	"Spinal cord"	"Jam3"
"Arl36"	5.511762e-121	0.2515977	0.88	0.735	1.229619e-116	"Spinal cord"	"Arl3"
"Atxn7l3b6"	7.476497e-121	0.2568667	0.944	0.862	1.667932e-116	"Spinal cord"	"Atxn7l3b"
"Gadd45a3"	1.985305e-109	0.306875	0.453	0.257	4.429018e-105	"Spinal cord"	"Gadd45a"
"Hmgcs1"	1.841654e-106	0.278389	0.524	0.327	4.108547e-102	"Spinal cord"	"Hmgcs1"
"Fam162a5"	1.920267e-90	0.2538697	0.975	0.932	4.283924e-86	"Spinal cord"	"Fam162a"
"Hoxb5os5"	1.347503e-69	0.261835	0.209	0.09	3.006145e-65	"Spinal cord"	"Hoxb5os"
"Id38"	5.394715e-38	0.2854272	0.93	0.855	1.203507e-33	"Spinal cord"	"Id3"
"Slc2a32"	0	1.211379	0.99	0.695	0	"Surface ectoderm"	"Slc2a3"
"Wnt61"	0	1.116295	0.704	0.128	0	"Surface ectoderm"	"Wnt6"
"Msx19"	0	0.8212916	0.724	0.373	0	"Surface ectoderm"	"Msx1"
"Krt86"	0	0.8198477	0.938	0.556	0	"Surface ectoderm"	"Krt8"
"Wfdc25"	0	0.7913621	0.95	0.536	0	"Surface ectoderm"	"Wfdc2"
"Krt186"	0	0.7609007	0.985	0.685	0	"Surface ectoderm"	"Krt18"
"Pdgfa4"	0	0.7244327	0.81	0.307	0	"Surface ectoderm"	"Pdgfa"
"Tpm14"	0	0.6590155	0.948	0.797	0	"Surface ectoderm"	"Tpm1"
"Slc2a18"	0	0.6445911	0.976	0.868	0	"Surface ectoderm"	"Slc2a1"
"Bcam2"	0	0.6196039	0.739	0.208	0	"Surface ectoderm"	"Bcam"
"Cd24a12"	0	0.6114475	0.997	0.844	0	"Surface ectoderm"	"Cd24a"
"Crabp29"	0	0.5917864	0.84	0.41	0	"Surface ectoderm"	"Crabp2"
"Hapln16"	0	0.553673	0.524	0.127	0	"Surface ectoderm"	"Hapln1"
"Msx26"	0	0.5142928	0.623	0.259	0	"Surface ectoderm"	"Msx2"
"Dlx5"	0	0.513442	0.509	0.036	0	"Surface ectoderm"	"Dlx5"
"Cldn65"	0	0.5068657	0.915	0.527	0	"Surface ectoderm"	"Cldn6"
"Spint26"	0	0.4993265	0.958	0.643	0	"Surface ectoderm"	"Spint2"
"Nectin24"	0	0.4913892	0.892	0.592	0	"Surface ectoderm"	"Nectin2"
"Meis27"	0	0.4908393	0.762	0.33	0	"Surface ectoderm"	"Meis2"
"Lrpap15"	0	0.4773974	0.843	0.613	0	"Surface ectoderm"	"Lrpap1"
"Cxcl122"	0	0.4723002	0.473	0.148	0	"Surface ectoderm"	"Cxcl12"
"Rbms19"	0	0.4717701	0.916	0.607	0	"Surface ectoderm"	"Rbms1"
"Epcam6"	0	0.469851	0.974	0.58	0	"Surface ectoderm"	"Epcam"
"Mdk13"	0	0.4662038	1	0.969	0	"Surface ectoderm"	"Mdk"
"Ifitm33"	0	0.4632126	0.586	0.292	0	"Surface ectoderm"	"Ifitm3"
"Mest11"	0	0.447561	0.915	0.67	0	"Surface ectoderm"	"Mest"
"Arl4c2"	0	0.4461806	0.735	0.393	0	"Surface ectoderm"	"Arl4c"
"Ccnd216"	0	0.4444449	0.945	0.624	0	"Surface ectoderm"	"Ccnd2"
"Id16"	0	0.4415223	0.919	0.678	0	"Surface ectoderm"	"Id1"
"Id39"	0	0.4348354	0.985	0.853	0	"Surface ectoderm"	"Id3"
"Wls6"	0	0.4317787	0.792	0.474	0	"Surface ectoderm"	"Wls"
"Sfn1"	0	0.4308254	0.494	0.196	0	"Surface ectoderm"	"Sfn"
"Tmem541"	0	0.4149719	0.64	0.202	0	"Surface ectoderm"	"Tmem54"
"Gap433"	0	0.4013062	0.545	0.186	0	"Surface ectoderm"	"Gap43"
"Tfap2a1"	0	0.3997924	0.531	0.04	0	"Surface ectoderm"	"Tfap2a"
"1700027J19Rik4"	0	0.3983917	0.668	0.286	0	"Surface ectoderm"	"1700027J19Rik"
"Dstn4"	0	0.3889705	0.989	0.947	0	"Surface ectoderm"	"Dstn"
"Tacstd21"	0	0.3820295	0.412	0.066	0	"Surface ectoderm"	"Tacstd2"
"Ptprf1"	0	0.3769904	0.74	0.426	0	"Surface ectoderm"	"Ptprf"
"Prtg12"	0	0.3727838	0.883	0.553	0	"Surface ectoderm"	"Prtg"
"Spint1"	0	0.3684877	0.587	0.208	0	"Surface ectoderm"	"Spint1"
"Krt73"	0	0.3661721	0.345	0.085	0	"Surface ectoderm"	"Krt7"
"Flrt35"	0	0.3585803	0.52	0.165	0	"Surface ectoderm"	"Flrt3"
"Hmgn35"	0	0.3559362	0.638	0.379	0	"Surface ectoderm"	"Hmgn3"
"Gjb32"	0	0.351933	0.659	0.168	0	"Surface ectoderm"	"Gjb3"
"Cldn42"	0	0.3469806	0.447	0.127	0	"Surface ectoderm"	"Cldn4"
"Hmgb311"	0	0.3340902	0.995	0.935	0	"Surface ectoderm"	"Hmgb3"
"Tceal97"	0	0.3336832	1	0.987	0	"Surface ectoderm"	"Tceal9"
"H2afy211"	0	0.3205786	0.913	0.634	0	"Surface ectoderm"	"H2afy2"
"Kcnk12"	0	0.3191423	0.697	0.342	0	"Surface ectoderm"	"Kcnk1"
"Gm16136"	0	0.3173317	0.414	0.038	0	"Surface ectoderm"	"Gm16136"
"Rab252"	0	0.3013384	0.596	0.237	0	"Surface ectoderm"	"Rab25"
"Dag1"	0	0.2978781	0.544	0.259	0	"Surface ectoderm"	"Dag1"
"Marcksl112"	0	0.2937203	1	0.982	0	"Surface ectoderm"	"Marcksl1"
"Npnt"	0	0.2933145	0.348	0.018	0	"Surface ectoderm"	"Npnt"
"Cldn74"	0	0.2810156	0.824	0.429	0	"Surface ectoderm"	"Cldn7"
"Cldn91"	0	0.2767667	0.316	0.04	0	"Surface ectoderm"	"Cldn9"
"Arid3a"	0	0.2750866	0.556	0.271	0	"Surface ectoderm"	"Arid3a"
"Eno32"	0	0.2689936	0.648	0.358	0	"Surface ectoderm"	"Eno3"
"Batf31"	0	0.2679502	0.345	0.101	0	"Surface ectoderm"	"Batf3"
"Id41"	0	0.2578335	0.339	0.048	0	"Surface ectoderm"	"Id4"
"Fermt1"	0	0.2547397	0.343	0.058	0	"Surface ectoderm"	"Fermt1"
"Cryab3"	2.451498e-306	0.2680056	0.245	0.074	5.469046e-302	"Surface ectoderm"	"Cryab"
"Fhl13"	1.368224e-278	0.3387846	0.697	0.456	3.052371e-274	"Surface ectoderm"	"Fhl1"
"Irx36"	2.03799e-271	0.2511546	0.519	0.263	4.546552e-267	"Surface ectoderm"	"Irx3"
"H2afy17"	1.117115e-267	0.3131465	0.909	0.71	2.492171e-263	"Surface ectoderm"	"H2afy"
"Crabp18"	4.125045e-261	0.3906144	0.686	0.411	9.202564e-257	"Surface ectoderm"	"Crabp1"
"Stmn15"	1.411379e-254	0.2503586	1	0.985	3.148646e-250	"Surface ectoderm"	"Stmn1"
"Rbbp75"	6.350684e-250	0.4127187	0.995	0.971	1.416774e-245	"Surface ectoderm"	"Rbbp7"
"H2afv11"	1.147162e-249	0.264737	0.997	0.957	2.559203e-245	"Surface ectoderm"	"H2afv"
"Tmsb1012"	3.698993e-248	0.3111522	0.999	0.979	8.252085e-244	"Surface ectoderm"	"Tmsb10"
"Ttc39"	1.192194e-244	0.2665915	0.894	0.725	2.659666e-240	"Surface ectoderm"	"Ttc3"
"Hspa56"	1.522973e-243	0.2946822	0.998	0.97	3.3976e-239	"Surface ectoderm"	"Hspa5"
"Pclaf13"	3.809459e-236	0.2739267	0.999	0.932	8.498521e-232	"Surface ectoderm"	"Pclaf"
"Atox12"	1.064409e-229	0.2585024	0.977	0.942	2.374589e-225	"Surface ectoderm"	"Atox1"
"Igfbp210"	1.176708e-228	0.465574	0.909	0.629	2.625117e-224	"Surface ectoderm"	"Igfbp2"
"Pmp224"	1.339264e-227	0.7206276	0.427	0.217	2.987764e-223	"Surface ectoderm"	"Pmp22"
"Pdlim76"	1.665552e-221	0.2620144	0.714	0.493	3.715679e-217	"Surface ectoderm"	"Pdlim7"
"S100a117"	1.714319e-207	0.5185655	0.702	0.52	3.824473e-203	"Surface ectoderm"	"S100a11"
"Rbpms6"	1.051587e-206	0.3035044	0.885	0.731	2.345986e-202	"Surface ectoderm"	"Rbpms"
"Tmem885"	2.409402e-173	0.2561454	0.52	0.307	5.375135e-169	"Surface ectoderm"	"Tmem88"
"Cnn29"	2.625298e-152	0.4115485	0.614	0.434	5.856777e-148	"Surface ectoderm"	"Cnn2"
"Bambi9"	9.759412e-140	0.2978312	0.682	0.515	2.177227e-135	"Surface ectoderm"	"Bambi"
"Tuba1a11"	1.547121e-130	0.2854428	0.994	0.849	3.451471e-126	"Surface ectoderm"	"Tuba1a"
"Phlda33"	5.1672e-124	0.3819847	0.433	0.296	1.152751e-119	"Surface ectoderm"	"Phlda3"
"Meg36"	5.369797e-115	0.2674371	0.895	0.742	1.197948e-110	"Surface ectoderm"	"Meg3"
"Tmem185a3"	1.919387e-114	0.2858327	0.391	0.255	4.281961e-110	"Surface ectoderm"	"Tmem185a"
"Cdx16"	3.777868e-105	0.2530147	0.35	0.201	8.428045e-101	"Surface ectoderm"	"Cdx1"
"S100a109"	1.87256e-84	0.3301845	0.803	0.712	4.177495e-80	"Surface ectoderm"	"S100a10"
"Phlda112"	1.692089e-50	0.4299435	0.568	0.487	3.77488e-46	"Surface ectoderm"	"Phlda1"
"Anxa25"	5.221374e-39	0.3699787	0.288	0.21	1.164836e-34	"Surface ectoderm"	"Anxa2"
"Pdlim13"	2.848285e-20	0.2623593	0.451	0.405	6.354238e-16	"Surface ectoderm"	"Pdlim1"
"Spink12"	0	2.660954	1	0.266	0	"Visceral endoderm"	"Spink1"
"Trh5"	0	2.206679	0.734	0.252	0	"Visceral endoderm"	"Trh"
"Ctsc2"	0	1.963426	0.977	0.363	0	"Visceral endoderm"	"Ctsc"
"Car46"	0	1.75181	0.996	0.764	0	"Visceral endoderm"	"Car4"
"Dkk14"	0	1.707427	0.584	0.139	0	"Visceral endoderm"	"Dkk1"
"Apoe2"	0	1.591157	0.999	0.856	0	"Visceral endoderm"	"Apoe"
"Emb7"	0	1.588933	1	0.88	0	"Visceral endoderm"	"Emb"
"Krt187"	0	1.578223	0.998	0.689	0	"Visceral endoderm"	"Krt18"
"Cyp26a18"	0	1.500576	0.731	0.302	0	"Visceral endoderm"	"Cyp26a1"
"Slc16a14"	0	1.445709	0.991	0.555	0	"Visceral endoderm"	"Slc16a1"
"Krt87"	0	1.440822	0.997	0.562	0	"Visceral endoderm"	"Krt8"
"Sox178"	0	1.415758	0.856	0.131	0	"Visceral endoderm"	"Sox17"
"Cldn66"	0	1.395137	0.995	0.533	0	"Visceral endoderm"	"Cldn6"
"Dab21"	0	1.354514	0.935	0.304	0	"Visceral endoderm"	"Dab2"
"Cer14"	0	1.354169	0.688	0.053	0	"Visceral endoderm"	"Cer1"
"Ctsh1"	0	1.344427	0.981	0.207	0	"Visceral endoderm"	"Ctsh"
"Srgn2"	0	1.324358	0.775	0.046	0	"Visceral endoderm"	"Srgn"
"Selenop3"	0	1.293658	0.945	0.255	0	"Visceral endoderm"	"Selenop"
"Ttr1"	0	1.257189	0.956	0.437	0	"Visceral endoderm"	"Ttr"
"Itm2b7"	0	1.237203	0.991	0.807	0	"Visceral endoderm"	"Itm2b"
"Trap1a3"	0	1.221539	0.975	0.284	0	"Visceral endoderm"	"Trap1a"
"Slc2a33"	0	1.20948	0.997	0.7	0	"Visceral endoderm"	"Slc2a3"
"Amot3"	0	1.197165	0.81	0.212	0	"Visceral endoderm"	"Amot"
"Gpc4"	0	1.195842	0.744	0.1	0	"Visceral endoderm"	"Gpc4"
"Fgfbp11"	0	1.193	0.522	0.071	0	"Visceral endoderm"	"Fgfbp1"
"Vamp83"	0	1.169299	0.991	0.608	0	"Visceral endoderm"	"Vamp8"
"Lgmn2"	0	1.165315	0.98	0.522	0	"Visceral endoderm"	"Lgmn"
"Cd59a2"	0	1.148524	0.857	0.147	0	"Visceral endoderm"	"Cd59a"
"Fmr1nb3"	0	1.140152	0.885	0.231	0	"Visceral endoderm"	"Fmr1nb"
"Tagln28"	0	1.137149	0.993	0.777	0	"Visceral endoderm"	"Tagln2"
"Krt195"	0	1.13131	0.762	0.186	0	"Visceral endoderm"	"Krt19"
"Pga51"	0	1.118211	0.693	0.027	0	"Visceral endoderm"	"Pga5"
"Car28"	0	1.109529	0.981	0.726	0	"Visceral endoderm"	"Car2"
"Tfpi3"	0	1.106479	0.913	0.253	0	"Visceral endoderm"	"Tfpi"
"Rab4a1"	0	1.072023	0.938	0.411	0	"Visceral endoderm"	"Rab4a"
"Amn1"	0	1.070462	0.926	0.184	0	"Visceral endoderm"	"Amn"
"Lrpap16"	0	1.066566	0.952	0.616	0	"Visceral endoderm"	"Lrpap1"
"S100a1010"	0	1.052712	0.981	0.712	0	"Visceral endoderm"	"S100a10"
"Gpc310"	0	1.048195	0.972	0.618	0	"Visceral endoderm"	"Gpc3"
"Sfrp18"	0	1.040309	0.783	0.262	0	"Visceral endoderm"	"Sfrp1"
"Apoa11"	0	1.028047	0.947	0.42	0	"Visceral endoderm"	"Apoa1"
"Lefty12"	0	1.025712	0.231	0.027	0	"Visceral endoderm"	"Lefty1"
"Cldn75"	0	1.016185	0.956	0.434	0	"Visceral endoderm"	"Cldn7"
"Glrx1"	0	1.008391	0.946	0.465	0	"Visceral endoderm"	"Glrx"
"Cst39"	0	0.97526	0.993	0.898	0	"Visceral endoderm"	"Cst3"
"Fth16"	0	0.9586449	1	1	0	"Visceral endoderm"	"Fth1"
"Epcam7"	0	0.9273983	0.983	0.587	0	"Visceral endoderm"	"Epcam"
"Igfbp211"	0	0.9104115	0.965	0.633	0	"Visceral endoderm"	"Igfbp2"
"Pcbd12"	0	0.8836958	0.94	0.343	0	"Visceral endoderm"	"Pcbd1"
"Mt12"	0	0.8742373	0.889	0.478	0	"Visceral endoderm"	"Mt1"
"Stx72"	0	0.8567627	0.905	0.44	0	"Visceral endoderm"	"Stx7"
"Spint27"	0	0.8522635	0.981	0.648	0	"Visceral endoderm"	"Spint2"
"Txndc125"	0	0.8413402	0.953	0.677	0	"Visceral endoderm"	"Txndc12"
"Prss121"	0	0.8380694	0.742	0.046	0	"Visceral endoderm"	"Prss12"
"Mogat26"	0	0.8374912	0.944	0.625	0	"Visceral endoderm"	"Mogat2"
"Apom1"	0	0.8337304	0.943	0.268	0	"Visceral endoderm"	"Apom"
"Folr12"	0	0.8329887	0.822	0.197	0	"Visceral endoderm"	"Folr1"
"Afp1"	0	0.832637	0.673	0.126	0	"Visceral endoderm"	"Afp"
"Cd24a13"	0	0.8304254	0.99	0.846	0	"Visceral endoderm"	"Cd24a"
"Cotl13"	0	0.820106	0.971	0.516	0	"Visceral endoderm"	"Cotl1"
"Rhox53"	0	0.8179836	0.991	0.342	0	"Visceral endoderm"	"Rhox5"
"Meg37"	0	0.8159176	0.961	0.744	0	"Visceral endoderm"	"Meg3"
"2610528J11Rik1"	0	0.8112325	0.852	0.191	0	"Visceral endoderm"	"2610528J11Rik"
"Ctsl2"	0	0.7947509	0.988	0.855	0	"Visceral endoderm"	"Ctsl"
"Crb34"	0	0.7867709	0.829	0.277	0	"Visceral endoderm"	"Crb3"
"Myl67"	0	0.7816655	1	0.993	0	"Visceral endoderm"	"Myl6"
"Slc39a87"	0	0.7734769	0.798	0.26	0	"Visceral endoderm"	"Slc39a8"
"Slc9a3r11"	0	0.770117	0.988	0.806	0	"Visceral endoderm"	"Slc9a3r1"
"Tspan73"	0	0.7695749	0.811	0.33	0	"Visceral endoderm"	"Tspan7"
"Slc7a71"	0	0.7665469	0.796	0.235	0	"Visceral endoderm"	"Slc7a7"
"Fgf55"	0	0.7625171	0.631	0.2	0	"Visceral endoderm"	"Fgf5"
"Cd94"	0	0.762019	0.903	0.555	0	"Visceral endoderm"	"Cd9"
"Npc26"	0	0.753713	0.995	0.926	0	"Visceral endoderm"	"Npc2"
"Rdx4"	0	0.753526	0.99	0.915	0	"Visceral endoderm"	"Rdx"
"Pla2g12b2"	0	0.7475992	0.734	0.115	0	"Visceral endoderm"	"Pla2g12b"
"Gsn2"	0	0.7448173	0.539	0.092	0	"Visceral endoderm"	"Gsn"
"Mt22"	0	0.737194	0.8	0.331	0	"Visceral endoderm"	"Mt2"
"Rbp19"	0	0.728144	0.964	0.652	0	"Visceral endoderm"	"Rbp1"
"Foxq1"	0	0.7232124	0.412	0.014	0	"Visceral endoderm"	"Foxq1"
"Gcsh1"	0	0.7222177	0.989	0.959	0	"Visceral endoderm"	"Gcsh"
"Oat5"	0	0.7134546	0.938	0.725	0	"Visceral endoderm"	"Oat"
"Apob1"	0	0.7133772	0.691	0.121	0	"Visceral endoderm"	"Apob"
"Sfrp53"	0	0.7061176	0.477	0.055	0	"Visceral endoderm"	"Sfrp5"
"Sccpdh1"	0	0.7001953	0.808	0.441	0	"Visceral endoderm"	"Sccpdh"
"Cstb2"	0	0.695964	0.977	0.834	0	"Visceral endoderm"	"Cstb"
"Commd33"	0	0.686555	0.893	0.577	0	"Visceral endoderm"	"Commd3"
"Smim143"	0	0.6678611	0.68	0.267	0	"Visceral endoderm"	"Smim14"
"Xlr3a3"	0	0.6668233	0.719	0.172	0	"Visceral endoderm"	"Xlr3a"
"Clic61"	0	0.6620439	0.74	0.131	0	"Visceral endoderm"	"Clic6"
"Snx33"	0	0.6575802	0.997	0.953	0	"Visceral endoderm"	"Snx3"
"Ddah28"	0	0.6568017	0.913	0.667	0	"Visceral endoderm"	"Ddah2"
"Foxa31"	0	0.6507328	0.646	0.071	0	"Visceral endoderm"	"Foxa3"
"Apoc12"	0	0.6467763	0.774	0.253	0	"Visceral endoderm"	"Apoc1"
"Tmprss22"	0	0.6441991	0.688	0.108	0	"Visceral endoderm"	"Tmprss2"
"Ebp1"	0	0.6401139	0.829	0.446	0	"Visceral endoderm"	"Ebp"
"Clic18"	0	0.6391899	0.979	0.836	0	"Visceral endoderm"	"Clic1"
"Pdpn3"	0	0.6389927	0.713	0.227	0	"Visceral endoderm"	"Pdpn"
"Slc39a41"	0	0.6386682	0.67	0.088	0	"Visceral endoderm"	"Slc39a4"
"Lpar14"	0	0.6302614	0.712	0.234	0	"Visceral endoderm"	"Lpar1"
"Cdkn2a1"	0	0.6301991	0.607	0.122	0	"Visceral endoderm"	"Cdkn2a"
"Akr1c13"	0	0.6296256	0.572	0.014	0	"Visceral endoderm"	"Akr1c13"
"Aldh22"	0	0.6261339	0.782	0.421	0	"Visceral endoderm"	"Aldh2"
"Krt74"	0	0.6239589	0.546	0.087	0	"Visceral endoderm"	"Krt7"
"Tmem94"	0	0.6190174	0.9	0.67	0	"Visceral endoderm"	"Tmem9"
"Hhex7"	0	0.6164461	0.49	0.089	0	"Visceral endoderm"	"Hhex"
"Tceal98"	0	0.6065179	1	0.987	0	"Visceral endoderm"	"Tceal9"
"Cmtm84"	0	0.5987759	0.772	0.38	0	"Visceral endoderm"	"Cmtm8"
"Rnase41"	0	0.5934332	0.638	0.091	0	"Visceral endoderm"	"Rnase4"
"Podxl3"	0	0.588861	0.759	0.317	0	"Visceral endoderm"	"Podxl"
"Slc25a47"	0	0.5872592	0.999	0.989	0	"Visceral endoderm"	"Slc25a4"
"Atp6v0e2"	0	0.5782711	0.99	0.932	0	"Visceral endoderm"	"Atp6v0e"
"Dapk2"	0	0.5779587	0.568	0.059	0	"Visceral endoderm"	"Dapk2"
"Cd55"	0	0.5638234	0.57	0.056	0	"Visceral endoderm"	"Cd55"
"Foxa25"	0	0.562132	0.644	0.091	0	"Visceral endoderm"	"Foxa2"
"Lhx14"	0	0.5519981	0.482	0.098	0	"Visceral endoderm"	"Lhx1"
"Cpn14"	0	0.5484972	0.567	0.092	0	"Visceral endoderm"	"Cpn1"
"Calm110"	0	0.5475703	1	0.999	0	"Visceral endoderm"	"Calm1"
"Ap1s33"	0	0.5464293	0.599	0.173	0	"Visceral endoderm"	"Ap1s3"
"Stard102"	0	0.5457447	0.683	0.22	0	"Visceral endoderm"	"Stard10"
"Phyh1"	0	0.5438246	0.663	0.228	0	"Visceral endoderm"	"Phyh"
"Lima11"	0	0.5220821	0.602	0.112	0	"Visceral endoderm"	"Lima1"
"Trf1"	0	0.5215462	0.588	0.088	0	"Visceral endoderm"	"Trf"
"Perp2"	0	0.514384	0.676	0.202	0	"Visceral endoderm"	"Perp"
"Akr1c19"	0	0.5097934	0.486	0.026	0	"Visceral endoderm"	"Akr1c19"
"Reep61"	0	0.506232	0.634	0.151	0	"Visceral endoderm"	"Reep6"
"Stard41"	0	0.5059928	0.616	0.175	0	"Visceral endoderm"	"Stard4"
"Gpx21"	0	0.5050284	0.261	0.032	0	"Visceral endoderm"	"Gpx2"
"Prss82"	0	0.5033631	0.678	0.237	0	"Visceral endoderm"	"Prss8"
"Sgce1"	0	0.489181	0.647	0.258	0	"Visceral endoderm"	"Sgce"
"Col4a14"	0	0.4841426	0.632	0.222	0	"Visceral endoderm"	"Col4a1"
"Kitl1"	0	0.4795337	0.472	0.074	0	"Visceral endoderm"	"Kitl"
"Cd8a"	0	0.4786497	0.41	0.003	0	"Visceral endoderm"	"Cd8a"
"Gsc4"	0	0.4785808	0.36	0.075	0	"Visceral endoderm"	"Gsc"
"Dpp41"	0	0.4667084	0.535	0.078	0	"Visceral endoderm"	"Dpp4"
"Tnfrsf12a2"	0	0.4595579	0.617	0.201	0	"Visceral endoderm"	"Tnfrsf12a"
"Fam89a1"	0	0.457674	0.472	0.067	0	"Visceral endoderm"	"Fam89a"
"AC154266.11"	0	0.4539541	0.348	0.032	0	"Visceral endoderm"	"AC154266.1"
"Dnajc221"	0	0.4513297	0.553	0.105	0	"Visceral endoderm"	"Dnajc22"
"Gas62"	0	0.4502069	0.451	0.06	0	"Visceral endoderm"	"Gas6"
"Espn2"	0	0.4362905	0.488	0.112	0	"Visceral endoderm"	"Espn"
"Pdzk1ip1"	0	0.4328439	0.405	0.032	0	"Visceral endoderm"	"Pdzk1ip1"
"Bmp24"	0	0.4272747	0.416	0.086	0	"Visceral endoderm"	"Bmp2"
"Ddc2"	0	0.4205468	0.511	0.155	0	"Visceral endoderm"	"Ddc"
"Xlr4b2"	0	0.4194255	0.54	0.122	0	"Visceral endoderm"	"Xlr4b"
"Tcn21"	0	0.418686	0.589	0.156	0	"Visceral endoderm"	"Tcn2"
"Anxa4"	0	0.4155236	0.489	0.072	0	"Visceral endoderm"	"Anxa4"
"Fzd5"	0	0.4063658	0.323	0.034	0	"Visceral endoderm"	"Fzd5"
"Flrt36"	0	0.3996884	0.553	0.171	0	"Visceral endoderm"	"Flrt3"
"Ovol21"	0	0.3882831	0.436	0.084	0	"Visceral endoderm"	"Ovol2"
"Xlr5a1"	0	0.3832829	0.433	0.071	0	"Visceral endoderm"	"Xlr5a"
"Soat21"	0	0.3825337	0.453	0.09	0	"Visceral endoderm"	"Soat2"
"Xlr4a1"	0	0.3696033	0.38	0.067	0	"Visceral endoderm"	"Xlr4a"
"Rbm471"	0	0.3667277	0.465	0.112	0	"Visceral endoderm"	"Rbm47"
"Akr1c12"	0	0.3665919	0.383	0.012	0	"Visceral endoderm"	"Akr1c12"
"Sdsl"	0	0.3572594	0.513	0.156	0	"Visceral endoderm"	"Sdsl"
"Gipc21"	0	0.3525119	0.488	0.116	0	"Visceral endoderm"	"Gipc2"
"Hkdc11"	0	0.3511679	0.362	0.021	0	"Visceral endoderm"	"Hkdc1"
"Lect21"	0	0.3496919	0.362	0.052	0	"Visceral endoderm"	"Lect2"
"Myl6b"	0	0.347948	0.32	0.057	0	"Visceral endoderm"	"Myl6b"
"Atp8a1"	0	0.3474497	0.377	0.06	0	"Visceral endoderm"	"Atp8a1"
"Fgb1"	0	0.3421707	0.456	0.095	0	"Visceral endoderm"	"Fgb"
"Myo61"	0	0.3346902	0.44	0.084	0	"Visceral endoderm"	"Myo6"
"Vil11"	0	0.3341166	0.415	0.061	0	"Visceral endoderm"	"Vil1"
"Tdrp1"	0	0.3127911	0.393	0.089	0	"Visceral endoderm"	"Tdrp"
"Ang1"	0	0.3103963	0.421	0.07	0	"Visceral endoderm"	"Ang"
"Lbh1"	0	0.3096848	0.36	0.074	0	"Visceral endoderm"	"Lbh"
"Fermt11"	0	0.3080153	0.378	0.062	0	"Visceral endoderm"	"Fermt1"
"Emp21"	0	0.2894855	0.275	0.041	0	"Visceral endoderm"	"Emp2"
"Dgkk2"	0	0.2872331	0.374	0.056	0	"Visceral endoderm"	"Dgkk"
"Pilra"	0	0.282508	0.256	0.015	0	"Visceral endoderm"	"Pilra"
"Foxa12"	0	0.2763938	0.304	0.017	0	"Visceral endoderm"	"Foxa1"
"Slc39a51"	0	0.2638746	0.406	0.084	0	"Visceral endoderm"	"Slc39a5"
"F5"	0	0.2547403	0.289	0.009	0	"Visceral endoderm"	"F5"
"Gpx44"	1.478384e-307	0.4917026	1	0.975	3.298128e-303	"Visceral endoderm"	"Gpx4"
"F11r4"	2.139667e-307	0.5593906	0.825	0.467	4.773384e-303	"Visceral endoderm"	"F11r"
"Ctsz2"	2.056097e-301	0.4730448	0.952	0.78	4.586947e-297	"Visceral endoderm"	"Ctsz"
"Cfc18"	7.391975e-301	0.5165796	0.56	0.187	1.649076e-296	"Visceral endoderm"	"Cfc1"
"Fam69a1"	2.906854e-299	0.5059083	0.585	0.219	6.4849e-295	"Visceral endoderm"	"Fam69a"
"Ezr2"	2.062026e-297	0.608053	0.91	0.586	4.600173e-293	"Visceral endoderm"	"Ezr"
"Cited14"	4.733103e-297	0.5067666	0.934	0.488	1.055908e-292	"Visceral endoderm"	"Cited1"
"Hesx13"	1.952743e-293	0.470638	0.355	0.08	4.356375e-289	"Visceral endoderm"	"Hesx1"
"Cd633"	1.83833e-292	0.5138567	0.991	0.829	4.10113e-288	"Visceral endoderm"	"Cd63"
"Lhx1os3"	6.52437e-286	0.2847553	0.38	0.093	1.455522e-281	"Visceral endoderm"	"Lhx1os"
"Nxf72"	2.438378e-285	0.2581828	0.361	0.081	5.439776e-281	"Visceral endoderm"	"Nxf7"
"Serpinb6a2"	3.385623e-282	0.5177657	0.754	0.405	7.552987e-278	"Visceral endoderm"	"Serpinb6a"
"Cib13"	1.592692e-280	0.533159	0.897	0.636	3.553137e-276	"Visceral endoderm"	"Cib1"
"Dram21"	4.073934e-278	0.4349456	0.541	0.195	9.08854e-274	"Visceral endoderm"	"Dram2"
"Tax1bp36"	4.289676e-276	0.5830047	0.887	0.617	9.569837e-272	"Visceral endoderm"	"Tax1bp3"
"Tex2643"	3.728764e-273	0.4270159	0.606	0.241	8.318499e-269	"Visceral endoderm"	"Tex264"
"Bex43"	7.506308e-273	0.528015	1	0.931	1.674582e-268	"Visceral endoderm"	"Bex4"
"mt-Nd43"	1.043507e-271	0.5088661	0.997	0.966	2.327959e-267	"Visceral endoderm"	"mt-Nd4"
"Shisa25"	4.627692e-270	0.5759684	0.468	0.149	1.032392e-265	"Visceral endoderm"	"Shisa2"
"Mum1l11"	2.314956e-269	0.4394558	0.578	0.227	5.164435e-265	"Visceral endoderm"	"Mum1l1"
"Hsbp12"	8.971055e-268	0.5066964	0.973	0.903	2.001353e-263	"Visceral endoderm"	"Hsbp1"
"Fam107b1"	1.787837e-267	0.3450626	0.447	0.136	3.988486e-263	"Visceral endoderm"	"Fam107b"
